"日本,视力,冷知识",为什么日本的视力表用的是C表（兰氏环视力表），而且还附带测色感的色块？,"兰氏(Landolt)环视力表 （,） , 表下部放大 "
"医学,泌尿",为什么睾丸受到攻击后容易产生扭转？,
"健身,蛋白粉,健身与减脂",早上空腹喝蛋白粉是只会补充能量还是能达到防止肌肉损耗的效果？,
"iPhone 应用,Android 应用,应用程序（application program）,医学,临床医学",有什么适合医务人员使用的应用软件，各个平台均可，可以提高日常效率的？,
"网站,科研,研究生,医学,科研课题",打算申报医学科研项目，如何找到正在接受申报的各类项目或基金网站？,目前研一，跟的导师刚回国不久，手上没题，有想法有思路，所以让我关注网上信息，有题就想办法申报。目前我关注了高校科技处、国自然、省科技厅、科技部等网站，但觉得这就跟大海捞针一般。有没有一个网站综合并且可以快速检索到目前正在接受申报的和我所在学科涉及到的各类项目和基金的信息？如果目前没有，那么这样一个网站具有实际意义和开发价值么？
"学习,心理学,心理,医学",学习临床心理学需要临床医学基础吗？,曾听说学临床心理学最好在本科学习临床医学，请问真的是如此吗？为什么？
"健身,运动,减肥,体重,力量举",科学刷脂刷掉1kg会掉多少净体重，由此导致的力量下降有多少？,江湖上传言减重掉力量，也有说其实力量训练如果不丢，其实不会掉太多，真实的情况是怎么样的，能从理论上说一下，再结合自身的体验谈一谈吗？ 关于减脂过程中的力量训练 ，希望也能谈一谈现在到了刷的季节，害怕力量衰退所以有一些顾及，非常感谢能在百忙之中来答题的人
"体育,游泳,自由泳,迈克尔·菲尔普斯（Michael Phepls）",如何看待索普和菲尔普斯的自由泳差别？,最近在自己练习自由泳，先后看了菲尔普斯教练和索普的视频，也看了知乎各位的训练方法，受了很大启发。下面是一些疑问： 在身体与水面平行的问题上，按照菲尔普斯的教练，菲尔普斯更强调与水面平行，而索普看起来不像，或者说有更合理的解释？头部的位置，菲尔普斯比索普的低很多，按照大家的说法，索普并不合理？本人的训练也是看了索普的视频后，有意识抬高头部，眼睛斜着看前方。这样换气就随着身体转动可以换气成功，但这样…
"健身,健美",在大力士或者力量举比赛前夕，为了达到体重级别要求而采用类似健美比赛的极限脱水减重的方法是否可取？,请问这样做值得吗？是否会很大程度影响比赛表现？在下个级别作为最轻的人比赛会不会很有劣势？谢谢！
健身,你如何看待目前大斌网的衰败？,大斌网，成立于2003年，曾一度是国内最大最好的健身综合网站与论坛。但近几年，随着微博、微信等新媒介的崛起于大斌经营者本身的问题，该网站已日趋式微。请大家谈谈对此事的看法。
"健身,体能,深蹲",麻烦看下我深蹲哪里不足     如何纠正？, 自己觉得；蹲的不够深，鞋不稳
"日本,时尚,快时尚品牌,服装行业",日本的快时尚品牌，除了 Uniqlo，还有哪些？,其实uniqlo严格说来也不算快时尚，更偏重质量，款式基本。 那日本有没有类似 zara topshop 这样更注重设计的大众化快时尚品牌呢？ 感觉日本小众的潮牌较多。
"国际金融学,金融,黄金价格,美国联邦储备系统（美联储）,本·伯南克 (Ben Bernanke)",为什么伯南克讲话会对金价有影响?,
"工业,在华外国人,意大利,欧洲,发达国家",意大利究竟发达到什么程度？,上世纪90年代GDP和人均GDP一度平齐甚至超过英国和法国。北意大利是欧洲与西德、荷兰比利时、英格兰中南部并驾齐驱的发达地区，工业历史悠久，技术强大的中小企业遍地，时尚艺术服装建筑等等也独树一帜。 意大利不仅有历史辉煌的古罗马文艺复兴，更是现代贸易、资本主义、行会制度、市民自治、工业聚集区、手工业与匠人精神（不亚于德国日本）、大学教育、图书馆、市政厅、数学物理等等太多现代社会的事物的主要发源地。以金融业…
"市场营销,时尚,买手",现在中国时装买手店和showroom的真实情况是什么？,缘起于微博上对于“中国买水店和showroom的虚假繁荣”的讨论，有一位题主非常敬仰的写手反对了某网站对于中国买手店虚假繁荣的文章，而题主最近又比较想深入了解Fashion Marketing所以提问，诚邀回答。
"金融,黄金投资",2013 年 4 月末金价回稳的原因是什么？与中印两国人大量抢购黄金有关吗？,从4月10日开始，国际黄金价格经历了一轮大跌。虽然机构投资者纷纷抛售，但以中国、印度为首的亚洲投资者却大力“吸金”，对金价形成有力支撑。近期，国际金价出现了明显的企稳迹象，高盛也停止推荐做空黄金。有网友感叹，“华尔街分析师抵不过中国大妈”。 
"微软（Microsoft）,.NET,C#,.NET Native,AOT",如何评价 .NET Core Runtime (CoreRT)？,"最近 C9 上 , 微软的开发者放出了一个视频，啪啪几下， C# Console 程序就在 Linux 上以 Native 的方式跑起来了，命令如下： dotnet compile --native 
这下我惊呆了，我的 DNX 没这个命令啊，肯定是微软又开源了工具，这不，有 .NET Core Runtime (CoreRT): , .NET Core Runtime (CoreRT) 和 .NET Core Runtime (CLR) 不同的是，CoreRT 提供了一套 .NET A…"
"时尚,奢侈品,时装,服装设计,服装行业",怎么分析一个时装发布会上的基本款时尚款和中间款?,"我们老师让我们分析Schiaparelli 这个牌子的时尚款 基本款和中间款 , 似乎是和她品牌设计风格有关的，但是我看了半天感觉它好像每件都不是基本款啊"
"苹果公司 (Apple Inc.),GREE,T台,蓝宝石 (Sapphire),GT Advanced Technologies",拿到 Apple 的蓝宝石订单后，GTAT 预计相关业绩将会是 15 到 16 倍的增长，Apple 为什么选择 GTAT 合作？,"全世界范围内那么多蓝宝石晶棒晶片生产商，为什么苹果公司选择跟 GTAT 合作，这家公司有何特别之处？或者说这个合作有何背景？ > In other words, following the signing of this new deal with Apple, GT’s sapphire segment will not only become the company’s main source of revenue, it will also drive a stratospheric spike in it. 2014 sapphire-related revenue at GT is expected to hit $480 million at the low …"
"前端开发,前端工程师,前端开发框架和库,前端 UI,Vue.js",如何评价移动端Vue组件库 Vux?,看到Mint UI的问题，作为同类UI库，听下大家意见(使用意见)。最近看到部分同学在其他地方提到存在一些坑，但是并没有在Github上发issue，接收不到的反馈作为开发者也很难去解决。作为个人开发者(后来也有几位同学帮忙维护)从2月份开发到现在接近半年，遇到不少坑，解决不少问题，但当然还有不少问题，希望能有更多同学来帮忙完善或者遇到问题及时反馈，我也会尽力尽快解决。 
"互联网,前端开发,JavaScript,WebAssembly",如何开始使用WebAssembly？,看了下 WebAssembly的介绍 可是应该怎么开始使用呢？ 怎么把现有的东西编译成 WebAssembly的并使用呢？
"Android 开发,谷歌 (Google),Java 虚拟机（JVM）,Android,Java 程序员",基于android，如何实现一个window-LFU缓存？,请基于android，实现一个window-LFU缓存（即置换指定时间内，按照LFU规则排序淘汰数量）要求对外提供的接口：（1）可以指定cache的大小（2）可以指定时间窗口（windows）（3）提供get/put/remove数据访问方法（4）提供缓存命中率hitrate数据访问量这是阿里2015年8月23号 客户端开发工程师机试题中场景题的第二题
"健身,跑步,慢跑",从跑步机转到户外跑该如何学会控制速度？,
健身,训练过程中听音乐会对训练造成哪些正面/负面影响？,什么样的训练项目适合配音乐，适合配什么种类的音乐？ 什么样的训练项目不适合配音乐？
"健身,生物学,医学,蛋白粉",喝了蛋白粉为什么心跳加速？,喝了几次蛋白粉，发现喝完后，心跳加速。
"健身,瘦腿,健身塑形",小腿如何塑形?,做了一个多月运动后，腰围、大腿围都有显著改变，只有小腿围还是迟迟不肯下降。小腿瘦是有瘦，但是情况比较难过：从侧面看很细，因为站直后小腿是往两侧扩张的...小腿肚有很硬的一块，从正面看起来想个菱形- -（脚踝和大腿、膝盖都细...就小腿正面两侧粗）。如果塑造好看的小腿？PS 运动后有拉伸...
健身,应该怎么做？,
"健身,锻炼,体育,生物学,医学",为什么着凉后腰会酸痛？,还有颈部也会酸痛……在无肾脏病史的情况下
"健康,健身,运动,锻炼,心肺功能锻炼",有没有对场地和专业器械要求不高的心肺功能锻炼方法？,鉴于现在恶劣的空气质量，出去跑对身体究竟是好是坏心里没底。有没有既不需要太大场地，也不需要专业器械（或者器械方便使用）的锻炼心肺功能方法？
"健康,健身,运动,锻炼,肌肉",腿部肌肉含量高，力量小，毫无爆发力可言，该如何锻炼？,男性，28岁，身高188，自重85kg，下身粗（肌肉粗，脂肪高），上身略弱（俯卧撑30左右，极限40个），有胸廓，腰细。从前爱骑车，现在断断续续跑步，5km /26分钟，9km/小时。感觉心肺还可以，几年前测过肺活量8000cc。 我的主要问题在于，身体爆发力弱，尤其腿部较弱，弹跳长期摸不到篮筐的水平（请注意，身高是很丢脸的188），但大腿粗壮，健身房试了一次深蹲，30kg练3组就崩溃了，得减重量.... 关于深蹲补充一点：仅仅是第一次进…
"健康,食物,健身,肌肉,营养学",严格按照《无器械健身》计划健身，需要每天吃多少蛋白质？折合多少鸡蛋？（附2问）,"主问题： 完全严格的按照《无器械健身》上制定的计划 从新手开始一直到冠军，假设蛋白质的来源只 有煮鸡蛋的蛋白，折合为每天或者每周 需要补充多少斤鸡蛋？ 子问题1：不同体重的人按照《无器械健身》上的 同一计划进行联系所需补充的蛋白质大体相似吗？ 子问题2：蛋白质摄入过多/不足，反映到身体上是什么 表现/征兆？ 问题参考： , 中 表1. 不同产地每100克鸡蛋所含基本营养成份 表2. 按近似值平均一个鸡…"
"健身,物理学",电子体重秤为什么会有最小称重？,我看到网店贩卖的体重秤都有最小称重的概念，有的是5kg，有的小一些，也就是说小于此数字体重秤不显示。我想知道为什么这么设计？电子体重秤不是电信号测重么？
健身,做一个兼职的健身教练需要什么条件？,除了要有充足的业余时间之外，是否需要通过某些健身方面的培训资质等等
"健身,舞蹈",到底跳舞之前需不需要拉伸？,"看到硬派健身说运动前千万不要拉伸，这样肌肉的表现反而会降低。, 但是舞者们在基训，跳舞之前反而会做各种拉伸来活动身体避免受伤。以前在国外上芭蕾基训课时，课前均不做拉伸，拉伸放在把杆和中间部分之间来完成。回到国内上课以后，拉伸在课前热身的部分。那么在跳舞或者说基训之前到底要…"
"健身,网球",学网球怎么提升自己的耐力？,跟着教练训练的时候，练半个小时就不行了，脚步明显跟不上，要怎么练打网球的耐力呢？
"眼镜,搭配,服饰搭配",眼镜度数高(>600度)且两眼视力差很多的女生应该选什么样的眼镜框？,感觉半框眼镜不好看，无框眼镜太厚了又影响视感，看起来像大小眼。除了隐形眼镜，应该选什么样的眼镜啊？平时发型黑长直。
"时尚,设计,服装设计,John Galliano",如何评价John Galliano在Maison Martin Margiela Artisanal S/S 2015 Couture中的设计？,
"市场营销,奢侈品,销售,零售行业",故意怠慢顾客是否是奢侈品店销售的一种策略？,"看Quora看到这篇文章：, （为什么会有人买劳力士表）？ 文中提到了一种很有意思的理论： people buy more status symbols in response to ego wounds 人们如果自尊受伤了就会去购买能代表身份的物件。 我的问题是：奢侈品店是否会采用这样一种策略，就是通过某种手段（可能是环境，装修，等等，不限于销售人员的言语）适当刺激顾客，让顾客有身份地位受挫的感觉，以诱使顾客在刺激之下购买？"
"时尚,奢侈品,服饰搭配,奢侈品行业",知乎上有哪些值得关注的时尚/奢侈品达人？,
"时尚,搭配,父母",如何给爸妈搭配衣服？,中老年人普遍面临的问题是身材发福，走形。如何给爸妈搭配衣服，达到好看（同时又符合他们朋友圈的审美）、舒适、耐穿的标准？ 感谢各位的回答，主席一家的着装风格确实可以作为一部分中老年人的参考，只是我家二老第一贪图舒适，恐怕穿不了西装和高跟鞋，第二母上身高拙计腰围更拙计，常年在商场难以买到合身的衣服，穿彭夫人那种风格更是难受。 若盯准一个牌子购买，只是如何确定是合适的风格？我在中老年的搭配上着实毫无研究…
服装设计,做服装设计这一行有多累？,我刚高中毕业 正选专业 想从事这一行 努力工作的话 每天能睡多少个小时啊 有时间顾家吗
"宝石,宝石鉴定,彩色宝石,宝石价值",这是什么石？,这是什么石？
"宝石,珠宝,价值",地球上最稀有的宝石是什么？,地球
"黄金,货币,比特币 (Bitcoin)",如何理解格林斯潘所说的「无法确定比特币的内在价值」和「比特币现在是个泡沫」？," 这里他说到黄金是有内在价值的，这里的内在价值严格意义上来说指的是什么？ 另外他提到了bitcoin是没有东西去支撑的，而黄金是有什么东西支撑的？ ""when we were on the gold standard, [currencies] had intrinisc value which made people willing to exchange their goods and services with no question."" ""Alternativel…"
"法律,设计,知识产权,服装设计","服装设计存在版权么? 如果存在, 具体需要哪些方式保护?","另外建立在这个问题上再问一下, 如果存在版权, 那么拿着某件衣服的设计和材料找他人做出同样的衣服这种行为是否侵权?"
"时尚,潮流",为什么有很多带有骷髅图案的衣服受很多人追捧，而且价格不菲？,mastermind JAPAN 、Alexander McQueen这些都是带有骷髅的品牌 
"衣服,西装,服饰搭配,穿衣打扮",如何在夏天优雅地穿西装？,如题，特别怕热的人能否在三十度的夏天中舒适地驾驭西装？ 有什么特别法宝或者窍门之类的？ ps，非MH，请和谐答题
"时尚,设计,衣服,化学,服饰搭配",服装的天然纤维有几大类型？,除了各种化学纤维、棉、毛、丝、绒、皮、麻，以外，有没有其它纤维？
"时尚,香水,职业,评香师",评香师是一种怎样的职业？ 成为一名评香师或者香水制作师有那些要求 ？国内有地方可以学习吗？,
"媒体,服装设计",高校有权自己设计学位服吗？中国美术学院「中式学位服」的是如何设计的？,相关新闻：
"玉石,珠宝,珠宝设计,翡翠",有没大神懂玉的，像这种的大概的价格是多少？还有就是这么鉴别是否为好玉及价格区间？,
"设计师,时装,建筑设计,服装设计,时装设计",为什么有许多时装设计师出身自建筑设计师？,
"苹果公司 (Apple Inc.),蓝宝石 (Sapphire),Touch ID,iPhone 6",Apple 接受 GTAT 公司蓝宝石物料供应的亚利桑那州新工厂会生产什么？,"很多人推断（,）这个工厂将生产 iPhone 用的屏幕保护玻璃，理由是 Apple 前不久挖来 Vertu 涉及蓝宝石玻璃屏幕加工设计的工程师，同时有理由相信对品质追求孜孜不倦的苹果公司会用更好的合成蓝宝石替代康宁的大猩猩玻璃。但也有观点认为这会是一款小屏幕设备（暗示 iWatch）： 用于 iPhone 屏幕保护玻璃不太可能。iPhone 明年要冲击五寸以上大屏幕，再加上这个美…"
"大学专业,服装陈列,服饰搭配,服装设计,服装设计师",本人想要出国学服装设计或者买手，大家有什么好的建议？,我现在学的幕墙设计，大二学生，就业前景貌似还蛮好的（老师们都说不错，毕竟是新专业），但我想学服装设计，正好有一个同学要出国，我就也动了心思。 请问的是，哪所大学比较好呢？学出来后就业怎么样，会不会出现收获还比不上付出的情况，我还是蛮认真的人，热衷于扣细节。。。 有哪些申请的步骤，我也通过查资料知道了一些，但都不全，反正大家把知道的都咋给我吧！！！我求知若渴！！！
"市场营销,时尚,创意,销售,服装行业",如何让打折变得优雅、体面、有创意？,针对中高端女装品牌，有什么打折方式让顾客觉得新奇有趣同时又能满足捡到便宜的心理。最好是有实际例子来说明。 改了一下，不說高端了，還沒到奢侈品的高度，需要接地氣一些的建議。
"健身,运动",篮球，足球，乒乓球这类对抗性运动有多大锻炼身体的效果？和跑步，练肌肉这类比怎么样？,
"健康,健身,运动,跑步,建筑",一个室内跑道规定部分时间顺时针跑，部分时间逆时针跑，这可能是出于怎样的考虑？,这个跑步跑道建在室内的2楼的，1楼为篮球场，规定部分时间要顺时针跑，部分时间要逆时针跑，我有些疑惑这是为了建筑考虑还是为了跑步者健康考虑？ 
"健身,胸肌,增肌,卧推",杠铃卧推胸肌刺激感不明显，相反哑铃卧推胸肌受力感显著，可能是什么原因？,"杠铃卧推的时候感觉腹部受力明显，,？但为什么哑铃卧推的时候能很显著感觉到胸肌在发力？杠铃卧推大概50kg 10rm, 哑铃卧推30kg 10rm。 那么是不是杠铃卧推的时候需要降低重量，便于胸肌发力呢？"
"健身,运动,武术,太极拳,内家拳",为什么太极拳在健身房里难觅踪影？,
"健身,健身技术,卧推",卧推重量在能承受范围内手却会抖是什么原因？,前段时间在健身房进行卧推时能够很平稳地用80斤杠铃来做组，但最近不知道为何在卧推相同重量甚至更轻重量时，手会抖，但却没有觉得是重量太重，（举个例子，就是我卧推水平40公斤，但现在可能10公斤手都会控制不住地抖）而且做一两组后抖的幅度会减轻，但仍然会轻微抖动，这两个期间健身未间断，只是换了一个场地。
"报告,中央银行,中国金融,金融,中国人民银行",如何解读央行《中国金融稳定报告（2016）》？,2016年6月27日下午，央行例行发布2016年《中国金融稳定报告》 
"微软（Microsoft）,编程,集成开发环境,Microsoft Visual Studio",Visual Studio 2015 有哪些亮点？,社区预览版已开放下载
"前端开发,JavaScript,React,Redux,GraphQL",如何评价 Meteor 的替代品 Meatier？,"官网, 有人用过吗？体验如何？"
"减肥,妇科",节食减肥月经推迟一个多月，恢复饮食多久能来月经？,节食减肥2个月，早饭正常吃 ，午饭吃燕麦片，晚饭不吃~月经没来！！然后恢复饮食一个月了，还是没来月经！还要多久姨妈才能到访啊！！！
"前端开发,JavaScript,Airbnb（爱彼迎）,前端框架,React",airbnb 的 Hypernova 跟已有的 Universal JS 解决方案相比有哪些优势？,"airbnb 的 Hypernova（,）开源了。这种方案看上去比较简单，并且 airbnb 也用在了 production 环境中，它究竟有何优点？"
"互联网,微软（Microsoft）,Node.js,V8,Chakra（JavaScript引擎）",如何对比 v8 跑 node.js 和微软的 Chakra 跑 node.js？,"今天看着这个东东, , 可是我不会编程也不懂计算机, 不知道这个到底有多厉害, 跟v8上跑node.js比如何? 性能, 稳定性?"
"珠宝,毕业,珠宝设计,珠宝行业,大学专科",是先学珠宝加工的工艺，还是下北上广找珠宝公司锻炼？,本人大专生，经管类专业。家中从事珠宝加工的类似小工厂。今年面临毕业，父母主张留在工厂学习工艺，但是，个人希望出去多看看，学习南方先进的工艺，经验。愿望是想做珠宝定制店和体验店。 有点小迷茫，求珠宝同行指点迷津，还有如果现在学习珠宝设计，应该不算晚吧。
"鞋靴,皮鞋,服饰搭配,鞋视界,正装皮鞋",不同的皮鞋该在什么场合穿？,说清楚点吧 1、我不是问皮鞋的种类，牛津鞋，僧侣、乐福之类我还是知道的 2、主要想问的是各种皮鞋适合在什么场合穿，比如平时上班，一身休闲穿个牛津鞋肯定不合适 3、想问下各种鞋底是否有区别？因为我看到很多非常正式的皮鞋都是有一个浅浅的鞋跟的，那是否有鞋跟比没有鞋跟的正式呢？ 4、搭配西服是否必须是正装皮鞋呢，休闲点的行不行呢？ 5、像CLARKS、骆驼这种皮鞋是否适合商务场合？ 谢谢！！！
"书籍推荐,设计,珠宝设计",关于珠宝设计有哪些书值得推荐？,珠宝设计在读，我们上课也没有教材，想问问有哪些值得一度的书可以丰富自己的设计内涵？
"变性,女性着装,伪娘",请问男扮女装的步骤是怎样的？如何选择化妆？假毛？服装？,
"时尚,设计,产品设计,品牌,插画",为什么Paul Frank以极简单的插画Julius创立的独立品牌可以成为流行的大众商品？,如今大嘴猴随处可见，T恤帽子皮夹等等等等，据说Paul Frank以为自己白天工作在空余时间用缝纫机做出的这个独立品牌是属于小众的产品，没想到却会成为大众流行商品。为什么这样一个简单的插画形象成就了这样一个大众品牌？(而很多类似独立品牌却难以维持，比如我今天遇到的这个背IUKI IE品牌的背包的女士为她的朋友只能关店的结果感到惋惜)
"发型设计师,男士发型,杨洋（演员）",如何留出杨洋这种即可齐刘海又可三七分的发型？,首先我知道这种发型帅是因为脸，而不是反过来。所以想说这种话的人也别喷了。看到微博上很多人都留这种既可以齐刘海又可以三七分的发型休闲和工作场合都可以两用所以很喜欢。1）两鬓要留多长？2）头顶的头发要留多长？3）刘海要留多长？4）要做哪种烫发处理？
"投资,黄金,2016 年美国大选",大选周的黄金走势为什么会被交易员一边倒看涨？, 难道下周的走势不应该是由谁当选总统决定的么？为什么会有这么多交易员一致看涨呢？
"苹果公司 (Apple Inc.),奢侈品,苹果公司 × 奢侈时尚",中国 2% 的人口消费了全球 1/3 的奢侈品，这是否给了苹果公司某种启示，苹果在中国的销售策略将如何走向？,"> According to China's official population clock, there are an estimated 1,359,025,970 people in China as of Sept. 26, with just 2% of that number — some 27,180,519 people — consuming one third of the world's luxury items. 1. , 2. "
"经济,货币,黄金储备",从金矿里开采出来的黄金要怎样才能成为一个国家的黄金储备？,如题，难道就是铸造铸造，直接运进金库里这么简单吗？
"珠宝,珠宝鉴定师,中国地质大学(武汉)珠宝学院",听闻CGC的考试取消了！？,不知道是真是假，如果是真的，那对于从事珠宝质检工作的人，是好是坏 ————————————————————————— 6月14日更 最新消息 CGC取消 
"健身,考试,健身教练,零基础",零基础健身爱好者备考 nasm-cpt 需要看哪些书？,我是高中毕业零基础健身爱好者备考nasm-cpt需要看哪些书啊？考nasm-cpt前有必要考国职亚体等其他证书吗？
"时尚,鞋靴,礼仪,西装,男性着装",出席晚宴应该如何着装?,请具体。打算购买一套从头到脚的出席社交晚会的行头。
"运动,跑步,夜跑",【关于夜跑】普通白领，下班回家已经19点左右，请问怎样安排晚餐和夜跑时间？以前没跑过，希望能得到指点。,希望能通过夜跑，调整自己的生活状态，也能锻炼身体瘦身。
"健康,新闻,健身,运动,中国社会",怎么看「中国有 8 成的人不运动」的新闻？怎么样才算运动过了？,"新闻链接：, 后来我看了评论归结到底主要两个原因：1. 没时间；2. 没钱。但我个人感觉这些都是借口。 还有点比较令人怀疑的是这数据太夸张了，其真实性也难以核实，但是否这幕后还有什么新闻策划？"
"健身,市场,健身房",所谓健身场所的规范与管理，应该由哪一方来监督与执行？,昨天在微信又看到一篇就舒适堡猝死事件叙述国内健身市场混乱的文章，其中提到了健身教练证书无统一规范、健身场所经营管理无行业规范。 在健身行业又一波迅猛发展的当下，作为业内人士或是业外旁观者，你如何看待？其他行业有无类似情况？国外（也请考虑国情差异）有没有比较好的可借鉴一二解决方案？ 利益相关：提问者本人所在的公司运营健身场馆，也开展健身教练培训。 微信文章链接如下： 
"健身,健美",健身房和健康厨房一起开，会不会是更好的一种模式呢？,如果把健身房和健康厨房合一块。健身房提供健身食物，从简单的鸡胸米饭到鱼肉虾肉。这样是不是能给健身房带来新的盈利点？ 不过这样对健身房教练的水平也更高的，教练需要具备全面的训练饮食知识。 这虽然是我的突发奇想，但是每天吃学校食堂，啥都得自己宿舍整，着实麻烦。
"健身,体育,腿,腿型矫正",如何正确的倒着走路才能矫正腿型呢？,倒着走路矫正腿型的科学依据是什么？倒着走需要注意什么细节才正确？谢谢。
"健身,力量训练",静态拉伸后到恢复正常力量需要多长时间？,健身圈众所周知，静态拉伸会降低力量
"健身,力量,体能,力量训练,CrossFit",你的Crossfit训练是如何安排的？,我自己是每天先练深蹲\卧推\硬拉\推举\举重类 然后要么做WOD 或者练别的辅助力量训练比如负重引体\负重双杠曲臂撑 偶尔单独练技巧训练比如双力臂\倒立走 但总是感觉练的太多反而不好安排 想看看各位大神平时的计划是什么？
"健身,健身教练,健身指导",健身时老是耸肩怎么办?,注意沉肩了，可一用力还是耸肩。。。。。侧平举斜方肌借力严重，固定器械也是
健身,你觉得古德体育的邵苏和其他健身达人有什么区别？,
"健身,运动,肌肉,腰肌劳损",为什么有的肌肉用多了变硬变大，有的肌肉用多了就变肌肉劳损了？,二头肌越练越大，为什么看电脑久了就腰酸肩酸，为啥不会像二头肌或者一些肌肉一样变得更强，反而最后变成了劳损
"健身,健身指导,健身增肌,室内健身",早晨半小时健身计划？,因为因因为因因为有了宝宝加上工作比较远！原来是每天晚上等宝宝睡觉了再锻炼，但时间太晚，所以目前改成晚上早睡早晨早起锻炼！半小时左右！现在每天早上六点起床，先热身，锻炼计划是一天上肢-窄距/宽距/下斜俯卧撑，一天腹部-卷腹等，一天腿部-深蹲！之后一天跳绳有氧！再循环！每次基本力竭，隔天相应部位有酸疼感！ 请教下目前的计划行不行！主要是减脂增肌为主！有什么改进！哑铃30公斤陪长杆已经采购中！附上相关身体数据…
"健身,锻炼",下斜卧推是否为锻炼下胸必须动作？,由于健身没有下斜凳，用仰卧起坐的下斜凳斜度又过大，一直没能锻炼好下胸导致胸肌轮廓不清晰，下斜卧推是否为必须，只做双杠臂屈伸是否可以？
"健身,健身教练,健身房,健身工作室",长三角地区有哪些值得拜访的健身工作室？,如题，想找个靠谱的工作室，最好在苏州，上海杭州也~ ok~ ：）
"健身,健身教练,健身技术,健身指导",为什么每次练完硬拉两边肩胛骨内侧肌肉都要痛好久？,有时候第二天还会有落枕的感觉。
"健身,拳击",不同重量级的拳击手，为什么体形会差别很大？,羽量级 轻量级 中量级 重量级
"运动,跑步,自行车,太阳镜,专业户外装备,如何选购 X",近视的人应该如何选购运动眼镜？,骑车、跑步用的，近视的人怎么选择运动眼镜呢？大部分运动眼镜都不带屈光度的，不适合近视的人。 特别是跑步时，鼻梁出汗，眼镜就挂不住，弄得面部神经很紧张。最好能解决这个问题。
"生活,健身,长高,营养,健身增肌",减肥和健身增肌会导致长不高吗？,我今年17，最近感觉懒惰了，长胖了一点，想减减肥，顺便锻炼一下增肌，但是早几个月前在贴吧看长高教程，里面的大神就说了不要减肥和增肌，减肥会导致没有营养，而增肌会把你长高的营养物质全部流到肌肉上，所以长不高，这种说法对吗？希望有热心的专业人士回答！！小弟在此谢过。
"健身,运动,健身教练,运动损伤,医学",疑似肩关节轻度脱位如何诊断，恢复？,曾经练柔道，去年9月右肩受伤后三个月未运动，之后开始做30RM重量的恢复训练，量不大，也有做肩袖训练。 之后不知为何左肩似乎出问题了，哪怕无负重，慢速正常活动时，比如小角度旋转，冲拳，扩胸时都会发出咯哒声，声音很大，频率很高，旁边的人也能听到。似乎是筋膜划过骨头凸起，无痛感，去医院理疗科也无诊断结果，未拍x光。 最近似乎越来越容易发出声音了，很担心。请问知乎的健身达人们，这个时候我应该停止运动吗？是否应…
"健身,肌肉,健身教练,力量训练,肌肉训练","Agile8, DeFranco, strength camp, Eric Wong?","不好意思现在已经半夜四点本人还在赶作业所以就先直接把问题丢出来了, 等交往作业再来修正语气, 先感谢回答了！ 前提：本身做力量训练(非纯hypertrophy健美或是powerlifting项, 目前是在5*5的计划中训练) 花费时间6周（实际训练五周13节课, 中间生病一周没有训练, 后面1节恢复, 第一节训练也是起始测试） 力量从53.5磅哑铃握推提高到135磅杠铃 背后深蹲195到225 重点问题是： 请问agile8以及limber11作为热身运动是否足够? 请问…"
"伪娘,异装,药娘,女装少年,女装子",为什么伪街时间长了下面痛？,这是不是和ML时间久了下面吃不消一个道理呢？
"时尚,城市生活,巴黎（Paris）,西装",巴黎有哪些值得推荐的西装定制？,之前在4temps看到tailor corner，感觉像个新潮的O2O，不过是made to measure不是bespoke。想找找有没有那种cutter比较好，性价比高的。谢谢
"宝石,钻石,彩宝",钻石的真实价值到底是多少？,现在的钻石，价格虚高，是不是超过其应有的价值，听说其价格被上层控制？
"经济,黄金",黄金的价值由什么决定？,
"游戏开发,手机游戏,互联网创业,游戏运营,独立游戏",独立开发手游，内付费如何实现？需要注意什么？,独立用Unity3D开发Android与iOS平台的手机游戏。怎么实现Android的内购功能？实现过程中应该注意什么？
"黄金,贵金属,第三次量化宽松 (QE3),黄金投资,美国非农",今天（2013 年 12 月 5 日）金价上涨是否意味着黄金价格已经跌到底了？已经开始反弹了吗？," 其中提到了 ,今天的飙涨，会带动一轮反弹吗？ 长期走势。 "
"风险投资（VC）,互联网,果壳网",怎么看待果壳网获得新一轮投资？,"果壳网今天宣布完成C轮融资，融资额2000万美元，其中教育机构,领投1500万美元，果壳网之前的投资方IDG等机构跟投500万美元。 果壳网创始人兼CEO姬十三表示，果壳未来将在教育学习方向继续发力。原有的科学内容生产和传播业务，再加上教育学习类产品，果壳正在完善知识产品的生态系统。 姬十三表示，果壳看重好未来在教育领域的积累，好未来以K12优秀学生理科辅导服务见长，其覆盖人群与果壳覆盖青年知识爱好者很好衔接，双…"
"硅谷,互联网,创业,美剧",《硅谷》第二季对现实有哪些指导意义？,比如提到第一次估值时不应太高，少拿些钱的好。 现实中，是否也是这样为好？
"用户体验设计,设计团队,创新工场",创新工场的用户体验设计团队是怎么构成的？如何参与到各个项目中去？跟别的互联网公司相比有什么特色？,
